# summed area: 568.888072 km2
#	lon	lat	alt(topo)
1	49.3675	32.0425	225
2	49.3725	32.0425	220
3	49.3675	32.0475	217
4	49.3675	32.0525	220
5	49.3675	32.0575	220
6	49.3625	32.0625	220
7	49.3525	32.0675	220
8	49.3525	32.0725	220
9	49.3525	32.0775	220
10	49.3425	32.0825	220
11	49.3475	32.0825	220
12	49.3425	32.0875	215
13	49.3375	32.0925	225
14	49.3425	32.0925	216
15	49.3325	32.0975	220
16	49.3375	32.0975	225
17	49.3375	32.1025	223
18	49.3325	32.1075	220
19	49.3225	32.1125	230
20	49.3275	32.1125	220
21	49.3275	32.1175	212
22	49.3275	32.1225	227
23	49.3325	32.1225	222
24	49.3325	32.1275	214
25	49.3325	32.1325	220
26	49.3375	32.1325	227
27	49.3325	32.1375	227
28	49.3375	32.1375	220
29	49.3325	32.1425	212
30	49.2775	32.1475	221
31	49.3175	32.1475	210
32	49.3225	32.1475	215
33	49.3275	32.1475	200
34	49.2725	32.1525	211
35	49.2775	32.1525	198
36	49.2825	32.1525	230
37	49.2925	32.1525	214
38	49.2975	32.1525	200
39	49.3025	32.1525	200
40	49.3075	32.1525	190
41	49.2725	32.1575	165
42	49.2775	32.1575	165
43	49.2825	32.1575	190
44	49.2875	32.1575	170
45	49.2925	32.1575	207
46	49.2475	32.1625	227
47	49.2675	32.1625	225
48	49.2725	32.1625	160
49	49.2775	32.1625	225
50	49.1425	32.1675	228
51	49.2325	32.1675	227
52	49.2375	32.1675	224
53	49.2425	32.1675	200
54	49.2725	32.1675	190
55	49.1125	32.1725	225
56	49.1175	32.1725	227
57	49.1225	32.1725	228
58	49.1275	32.1725	228
59	49.1325	32.1725	228
60	49.1375	32.1725	228
61	49.1425	32.1725	226
62	49.1475	32.1725	227
63	49.1625	32.1725	228
64	49.2325	32.1725	225
65	49.2375	32.1725	210
66	49.2425	32.1725	215
67	49.2675	32.1725	170
68	49.2725	32.1725	196
69	49.1075	32.1775	228
70	49.1125	32.1775	220
71	49.1175	32.1775	213
72	49.1225	32.1775	223
73	49.1275	32.1775	220
74	49.1325	32.1775	225
75	49.1375	32.1775	225
76	49.1425	32.1775	225
77	49.1475	32.1775	224
78	49.1525	32.1775	221
79	49.1575	32.1775	228
80	49.1675	32.1775	229
81	49.2225	32.1775	220
82	49.2275	32.1775	217
83	49.2325	32.1775	200
84	49.2375	32.1775	183
85	49.2425	32.1775	165
86	49.2475	32.1775	167
87	49.2525	32.1775	220
88	49.2575	32.1775	170
89	49.2625	32.1775	155
90	49.2675	32.1775	204
91	49.1025	32.1825	228
92	49.1075	32.1825	228
93	49.1125	32.1825	225
94	49.1175	32.1825	213
95	49.1225	32.1825	210
96	49.1275	32.1825	200
97	49.1325	32.1825	204
98	49.1375	32.1825	228
99	49.1425	32.1825	228
100	49.1475	32.1825	200
101	49.1525	32.1825	215
102	49.1575	32.1825	225
103	49.1625	32.1825	228
104	49.1675	32.1825	228
105	49.2325	32.1825	160
106	49.2375	32.1825	144
107	49.2425	32.1825	180
108	49.2475	32.1825	190
109	49.2525	32.1825	210
110	49.0975	32.1875	228
111	49.1025	32.1875	228
112	49.1075	32.1875	222
113	49.1125	32.1875	220
114	49.1175	32.1875	225
115	49.1225	32.1875	215
116	49.1275	32.1875	214
117	49.1325	32.1875	202
118	49.1375	32.1875	184
119	49.1425	32.1875	200
